Case Type,Status,Request Received (Year),Request Received (Quarter),Request Received (Month),Case Active Days (grouped)
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,August,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2017,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,June,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,April,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2015,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2016,Quarter 3,September,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,March,Up to 40 days used
FOIA Case,Completed,2015,Quarter 3,July,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,November,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2016,Quarter 4,December,Up to 40 days used
FOIA Case,Completed,2015,Quarter 4,October,Up to 40 days used
FOIA Case,Completed,2016,Quarter 2,May,Up to 40 days used
FOIA Case,Completed,2017,Quarter 1,February,Up to 40 days used
FOIA Case,Completed,2016,Quarter 1,January,Up to 40 days used
FOIA Case,Completed,2015,Quarter 2,May,Up to 40 days used
